,0
2022-07-01,-11.51608244862093
2022-07-04,-10.881881733105837
2022-07-05,-11.197638941835883
2022-07-06,-8.677418541920375
2022-07-07,-8.110384803021969
2022-07-08,-7.9683933386632875
2022-07-11,-7.037719625030958
2022-07-12,-8.068370355128323
2022-07-13,-7.893480735120637
2022-07-14,-8.474558848530183
2022-07-15,-6.832574800035436
2022-07-18,-6.120811432828104
2022-07-19,-5.504557199653275
2022-07-20,-5.522960594665003
2022-07-21,-3.602225100424526
2022-07-22,-3.484865326420363
2022-07-25,-3.7965117253587564
2022-07-26,-4.623299683572647
2022-07-27,-3.7831271488770972
2022-07-28,-3.0610165915353758
2022-07-29,-2.5454909518264084
2022-08-01,-1.3879016272575595
2022-08-02,-0.796732920140379
2022-08-03,-1.4485743323169324
2022-08-04,-1.5710701170156978
2022-08-05,-1.8238721374953037
2022-08-08,-0.5993729560999923
2022-08-10,-0.4030922185583616
2022-08-11,-0.10832169770758598
2022-08-12,0.1633644444971179
2022-08-16,1.4895989704587245
2022-08-17,1.7418628380716394
2022-08-18,1.7969719938729947
2022-08-19,0.04282503154722472
2022-08-22,-1.6146495506044054
2022-08-23,0.030833521771213457
2022-08-24,0.7286999596454569
2022-08-25,0.9636355916433341
2022-08-26,1.5723790516759086
2022-08-29,1.0086821904457168
2022-08-30,3.077025891105162
2022-09-01,4.0393561131784175
2022-09-02,4.019564579407744
2022-09-05,4.649118071872834
2022-09-06,4.8418299032303675
2022-09-07,5.224505780074525
2022-09-08,6.103305499316832
2022-09-09,6.131283701681129
2022-09-12,7.305848323149746
2022-09-13,7.199464282126381
2022-09-14,8.314578917927717
2022-09-15,9.559015863286469
2022-09-16,6.688159602134506
2022-09-19,7.947921635291209
2022-09-20,9.18591057980568
2022-09-21,7.570101960266741
2022-09-22,7.684934987484708
2022-09-23,4.752841307682803
2022-09-26,0.6164222640605947
2022-09-27,0.8744578393966655
2022-09-28,0.9299230375901333
2022-09-29,0.7484489221586696
2022-09-30,2.630974612376149
2022-10-03,-0.2736292181404312
2022-10-04,2.5822565407305076
2022-10-06,3.787765437908103
2022-10-07,4.059261771435161
2022-10-10,3.226544377863564
2022-10-11,1.2098735344256695
2022-10-12,2.596029423826292
2022-10-13,1.2824466907998344
2022-10-14,1.078839199151341
2022-10-17,2.212698617249682
2022-10-18,3.7031272504520722
2022-10-19,3.70774141383868
2022-10-20,3.221353653145178
2022-10-21,2.7606414800723282
2022-10-24,3.3580902086955673
2022-10-25,4.049588073018765
2022-10-27,5.12441476148008
2022-10-28,4.5683199259112826
2022-10-31,5.5660410667625975
2022-11-01,6.114798183411795
2022-11-02,5.4943047182078
2022-11-03,5.984955115088315
2022-11-04,5.761690089902159
2022-11-07,6.981478848424569
2022-11-09,7.065574025481878
2022-11-10,5.973889966822157
2022-11-11,5.9346488828008575
2022-11-14,5.689906367646149
2022-11-15,6.004782325849236
2022-11-16,5.18000307112681
2022-11-17,5.253013520695365
2022-11-18,4.644484756250378
2022-11-21,4.499749911261436
2022-11-22,5.247450171137023
2022-11-23,5.848747232128172
2022-11-24,6.045559298201671
2022-11-25,7.861493829822746
2022-11-28,8.035539995418052
2022-11-29,7.9883717806765695
2022-11-30,8.873258276995749
2022-12-01,10.293867014952255
2022-12-02,10.958737320796729
2022-12-05,11.267683183040958
2022-12-06,11.088159833255228
2022-12-07,10.644103878250315
2022-12-08,11.532276768895194
2022-12-09,10.174854398579647
2022-12-12,10.884858021563387
2022-12-13,11.18703106722878
2022-12-14,11.912561419972068
2022-12-15,10.673070631754213
2022-12-16,9.122477895465435
2022-12-19,10.429447038817619
2022-12-20,10.245850773366522
2022-12-21,7.3425086789307645
2022-12-22,6.356216310791826
2022-12-23,2.0839515957482853
2022-12-26,5.206107983104362
2022-12-27,6.459435429805813
2022-12-28,6.681614629075555
2022-12-29,7.022166919900448
2022-12-30,7.483133182572347
2023-01-02,8.511156682513683
2023-01-03,8.6929406451591
2023-01-04,6.887344094599653
2023-01-05,8.085643229889385
2023-01-06,6.99280174153063
2023-01-09,8.190614486415589
2023-01-10,7.188942386156713
2023-01-11,7.984361201375121
2023-01-12,7.131612044647082
2023-01-13,7.842508900476188
2023-01-16,7.417286048414438
2023-01-17,6.793372977114184
2023-01-18,7.414262308145034
2023-01-19,7.156254264776379
2023-01-20,6.532968985798993
2023-01-23,6.621120393008427
2023-01-24,5.547577541569105
2023-01-25,4.152058625804184
2023-01-27,1.6867248088333255
2023-01-30,1.5265387597321425
2023-01-31,3.6281409682029007
2023-02-01,2.232407601790158
2023-02-02,3.004659723512627
2023-02-03,2.615654475625752
2023-02-06,2.8296561313854314
2023-02-07,2.3563399629911816
2023-02-08,3.1483684873753086
2023-02-09,3.3444872994895984
2023-02-10,3.001981907434255
2023-02-13,0.8952408837810557
2023-02-14,1.204504569677951
2023-02-15,1.9441609610140582
2023-02-16,2.5195751264069606
2023-02-17,1.5760288740426915
2023-02-20,1.9364351898774457
2023-02-21,1.7852418818801392
2023-02-22,1.0721351551502467
2023-02-23,1.172885489672542
2023-02-24,0.3799075483457006
2023-02-27,-0.70794094087048
2023-02-28,-0.3539301936126317
2023-03-01,0.9921680440518708
2023-03-02,0.4528360374293203
2023-03-03,0.5858562124946076
2023-03-06,1.7870850039219544
2023-03-08,2.613654215940319
2023-03-09,2.0184650636967856
2023-03-10,1.182660362122764
2023-03-13,-0.5745622482871142
2023-03-14,-1.3297787464426034
2023-03-15,-0.928393479337482
2023-03-16,-1.080000319091436
2023-03-17,-0.7408260433410869
2023-03-20,-2.35607895471726
2023-03-21,-1.9081973652078337
2023-03-22,-1.9876713675351256
2023-03-23,-2.3708043706080235
2023-03-24,-3.4874561451753054
2023-03-27,-3.424213805662992
2023-03-28,-3.222338541877089
2023-03-29,-1.81335360216002
2023-03-31,-1.1025088977498287
2023-04-03,-1.2104348289719173
2023-04-05,-0.7855228442904651
2023-04-06,-0.5046527341586977
2023-04-10,-0.07761077329443755
2023-04-11,0.14544472639727846
2023-04-12,0.5281196891496378
2023-04-13,0.39232673502476145
2023-04-17,1.0084366632415367
2023-04-18,1.4034263109501364
2023-04-19,1.428573300913352
2023-04-20,1.1139308011143156
2023-04-21,0.44267202806929795
2023-04-24,1.0243731295171856
2023-04-25,1.3845049855246154
2023-04-26,1.6963382121850996
2023-04-27,2.3397588181298326
2023-04-28,3.462536817696686
2023-05-02,3.914410797368293
2023-05-03,4.308938970327267
2023-05-04,5.159713556222564
2023-05-05,4.897002158964548
2023-05-08,6.134249763406292
2023-05-09,4.948574883779521
2023-05-10,5.153420985565013
2023-05-11,4.96343656777433
2023-05-12,5.136227580350674
2023-05-15,5.8980487855745825
2023-05-16,6.27027905824849
2023-05-17,6.220452690403836
2023-05-18,5.177178547676624
2023-05-19,5.324106983880066
2023-05-22,5.398383857299475
2023-05-23,5.507916603081911
2023-05-24,5.179028915112177
2023-05-25,6.129158481984565
2023-05-26,6.614477938117432
2023-05-29,6.773579859338463
2023-05-30,7.03178402407165
2023-05-31,7.816073400464065
2023-06-01,7.78795058827436
2023-06-02,8.764582585203147
2023-06-05,8.730360101479958
2023-06-06,9.276048232705957
2023-06-07,10.222266536573073
2023-06-08,9.468381989265367
2023-06-09,10.298921240624894
2023-06-12,10.934715529049237
2023-06-13,12.106086739525328
2023-06-14,12.250189109361136
2023-06-15,12.350030293863135
2023-06-16,13.414627166071657
2023-06-19,13.092840977399376
2023-06-20,13.679469861486721
2023-06-21,14.374283987771769
2023-06-22,12.424564006994713
2023-06-23,11.609840976776375
2023-06-26,12.509589176143184
2023-06-27,13.52956588923837
2023-06-28,15.056641237557702
2023-06-30,15.45434770093953
2023-07-03,15.640337420226267
2023-07-04,14.972223229899917
2023-07-05,15.343539570249613
2023-07-06,15.595373198975455
2023-07-07,14.851662517265725
2023-07-10,14.697636646354795
2023-07-11,15.866199533374648
2023-07-12,16.23304589535936
2023-07-13,15.331433722035301
2023-07-14,16.076386341141276
2023-07-17,16.090527275655138
2023-07-18,15.832105061643194
2023-07-19,16.555439303927944
2023-07-20,17.30348791178724
2023-07-21,17.186333175065116
2023-07-24,18.26084141638812
2023-07-25,18.07020693110643
2023-07-26,18.925875132423535
2023-07-27,19.94342970952838
2023-07-28,20.17204068208721
2023-07-31,20.777651149496332
2023-08-01,20.34821868079003
2023-08-02,18.869067872475245
2023-08-03,19.078248801741598
2023-08-04,19.38147096696855
2023-08-07,20.2945641923219
2023-08-08,20.84379019859133
2023-08-09,21.585127057194793
2023-08-10,20.914284983776305
2023-08-11,20.664454810065557
2023-08-14,20.055202691022796
2023-08-16,20.197659869084134
2023-08-17,20.629876167730142
2023-08-18,19.7091280557185
2023-08-21,20.641853123013764
2023-08-22,22.049309193648153
2023-08-23,22.864749384606732
2023-08-24,22.97553965584233
2023-08-25,21.96866435633484
2023-08-28,23.01190659451692
2023-08-29,23.211185258245447
2023-08-30,24.353417687054154
2023-08-31,24.60432088841195
2023-09-01,26.25796099307484
2023-09-04,26.740106252561006
2023-09-05,27.17291800860809
2023-09-06,26.93820083132171
2023-09-07,27.471198036911662
2023-09-08,28.74931714437144
2023-09-11,29.116400082384207
2023-09-12,24.92116972297496
2023-09-13,26.116623865204684
2023-09-14,27.078484162684653
2023-09-15,27.357133665463387
2023-09-18,26.384281958693858
2023-09-20,26.437369605703836
2023-09-21,25.348229647394344
2023-09-22,25.516518275370064
2023-09-25,26.41453190252729
2023-09-26,26.091660219444943
2023-09-27,27.807915303844464
2023-09-28,26.627294214332068
2023-09-29,28.307886031181344
2023-10-03,28.15414774022631
2023-10-04,26.100136271022027
2023-10-05,25.88011870794159
2023-10-06,26.587889992254585
2023-10-09,25.307267444881617
2023-10-10,27.46518072412855
2023-10-11,27.89215985853028
2023-10-12,28.292727820557985
2023-10-13,28.579443606037117
2023-10-16,29.10036735721429
2023-10-17,29.422141687461405
2023-10-18,28.356238899787346
2023-10-19,28.449819791541966
2023-10-20,27.31734427349687
2023-10-23,24.6661104111172
2023-10-25,24.091908209506222
2023-10-26,22.84768362667296
2023-10-27,24.441344748439775
2023-10-30,24.71861300045388
2023-10-31,25.300815134745413
2023-11-01,25.640617026259115
2023-11-02,27.492719041387424
2023-11-03,28.218313891209057
2023-11-06,28.806543439297606
2023-11-07,29.455862293315715
2023-11-08,30.227024576844304
2023-11-09,30.77747579907457
2023-11-10,31.156307991909422
2023-11-12,31.944648052689786
2023-11-13,32.9808550633955
2023-11-15,34.00608858312718
2023-11-16,34.7808332177218
2023-11-17,35.035559727706044
2023-11-20,34.855206446547854
2023-11-21,34.99241176104884
2023-11-22,34.94905655306339
2023-11-23,35.37858090032203
2023-11-24,35.84014754300867
2023-11-28,37.16017653421631
2023-11-29,38.302581557640245
2023-11-30,39.60584010119419
2023-12-01,40.73646502228451
2023-12-04,42.320873939462956
2023-12-05,42.995583813086114
2023-12-06,43.391473692410635
2023-12-07,44.09998853037488
2023-12-08,43.50440587990943
2023-12-11,44.20312113640264
2023-12-12,43.716094915409954
2023-12-13,46.372333160035936
2023-12-14,47.1219603646681
2023-12-15,47.6040490185873
2023-12-18,47.97384091021226
2023-12-19,47.75672456258954
2023-12-20,43.31385304976865
2023-12-21,46.20517346104245
2023-12-22,46.5623759687236
2023-12-26,47.69796916037974
2023-12-27,47.57930375076871
2023-12-28,50.13146103600424
2023-12-29,50.50471394353421
2024-01-01,50.74481497730208
2024-01-02,50.25328898116816
2024-01-03,50.07581225589198
2024-01-04,51.34795382225202
2024-01-05,51.277044119434514
2024-01-08,50.57683277333414
2024-01-09,50.638729003276644
2024-01-10,50.728274478595075
2024-01-11,51.2507210621604
2024-01-12,51.82595098381519
2024-01-15,52.8198214663609
2024-01-16,52.56595479760703
2024-01-17,51.35315299168555
2024-01-18,51.212263693336034
2024-01-19,53.53792920904254
2024-01-20,53.994167092459215
2024-01-23,49.89543876332324
2024-01-24,52.55776738971459
2024-01-25,53.0717450667111
2024-01-29,55.517403860118556
2024-01-30,55.155850235718944
2024-01-31,56.118023127968144
2024-02-01,56.097882510125466
2024-02-02,58.68716996791495
2024-02-05,59.416082402466905
2024-02-06,61.03429452003244
2024-02-07,60.741391721479914
2024-02-08,61.02553336234626
2024-02-09,59.14577440874934
2024-02-12,54.7800916923314
2024-02-13,55.779504851929374
2024-02-14,58.01018405670345
2024-02-15,59.50453200577931
2024-02-16,60.1966075362828
2024-02-19,59.741585088713734
2024-02-20,59.328294285268996
2024-02-21,57.504860607878875
2024-02-22,58.85708320146602
2024-02-23,58.50757462572139
2024-02-26,58.44633125904346
2024-02-27,58.23705461382492
2024-02-28,56.22767192968788
2024-02-29,56.63948102651743
2024-03-01,57.83429061457257
2024-03-02,58.33919158214435
2024-03-04,59.95257702324987
2024-03-05,60.3570630421502
2024-03-06,59.24438070673092
2024-03-07,59.62943093572988
2024-03-11,58.52908342865184
2024-03-12,56.995142320107824
2024-03-13,52.469662538760005
2024-03-14,55.1281670390336
2024-03-15,53.46895691525643
2024-03-18,54.17431022436682
2024-03-19,52.05384753401016
2024-03-20,52.295402779193175
2024-03-21,54.53416300649809
2024-03-22,55.502755872195536
2024-03-26,56.83024780281248
2024-03-27,57.5813486573513
2024-03-28,58.48121471636534
2024-04-01,60.4897958657001
2024-04-02,61.340440269473646
2024-04-03,61.72516015282703
2024-04-04,61.40947168485062
2024-04-05,62.19259873450695
2024-04-08,62.62768492105154
2024-04-09,62.82638346265309
2024-04-10,63.57276986198136
2024-04-12,63.78433664137828
2024-04-15,62.72916077052886
2024-04-16,63.215247702450114
2024-04-18,62.731220959624224
2024-04-19,62.67913853325617
2024-04-22,64.41473316154917
2024-04-23,64.19194287707408
2024-04-24,65.22856179344618
2024-04-25,66.64375242471894
2024-04-26,67.81673735714105
2024-04-29,68.00392864094721
2024-04-30,67.9703312610965
2024-05-02,68.76178928382801
2024-05-03,68.48687156257108
2024-05-06,67.34534337455432
2024-05-07,65.32361336695683
2024-05-08,66.81268703713243
2024-05-09,64.15569030979484
2024-05-10,65.59771559380357
2024-05-13,67.11954105212365
2024-05-14,69.23583849039684
2024-05-15,70.31714662181749
2024-05-16,71.4700058762041
2024-05-17,72.73946088323392
2024-05-18,73.73912011689467
2024-05-21,74.6359524596989
2024-05-22,73.8966002567193
2024-05-23,74.03698323020934
2024-05-24,74.42347766293548
2024-05-27,74.24192422030815
2024-05-28,73.4826881200231
2024-05-29,73.57968804970581
2024-05-30,72.3140576791825
2024-05-31,72.58908378723297
2024-06-03,76.61302196562234
2024-06-04,65.30339484794054
2024-06-05,70.19116690296214
2024-06-06,71.73227205761349
2024-06-07,72.99208388295114
2024-06-10,73.80096746597897
2024-06-11,73.93564034683915
2024-06-12,74.51840377621414
2024-06-13,75.8293425609178
2024-06-14,77.52903467641156
2024-06-18,78.66394576306597
2024-06-19,77.24700197394083
2024-06-20,78.09400337783488
2024-06-21,77.4894535087504
2024-06-24,78.5230538848771
2024-06-25,77.99428888459647
2024-06-26,77.79741583795344
2024-06-27,78.23672759411323
2024-06-28,77.75291060656318
2024-07-01,78.83284768778219
2024-07-02,78.1973802934274
2024-07-03,79.23374916009706
2024-07-04,79.80044207042016
2024-07-05,80.125823828462
2024-07-08,79.44859266752012
2024-07-09,79.45552425742584
2024-07-10,79.08556278674449
2024-07-11,79.36547334757755
2024-07-12,78.92786922933634
2024-07-15,79.75987243198541
2024-07-16,79.49244290137767
2024-07-18,78.49528590026412
2024-07-19,75.52866814327263
2024-07-22,77.19927360047922
2024-07-23,76.06386752083912
2024-07-24,76.30936704580799
2024-07-25,76.75501664142325
2024-07-26,78.60829299282513
2024-07-29,79.25731426770362
2024-07-30,79.22771377684373
2024-07-31,80.04554060986771
2024-08-01,79.01344988359324
2024-08-02,78.03092340232868
2024-08-05,74.84375192119651
2024-08-06,74.18586992934928
2024-08-07,76.79224524958232
2024-08-08,76.32918649193256
2024-08-09,76.83813029419055
2024-08-12,76.76191037148551
2024-08-13,75.525264100658
2024-08-14,74.80784233269388
2024-08-16,76.64760873327289
2024-08-19,77.60067977335821
2024-08-20,78.61382024777942
2024-08-21,78.89750399753402
2024-08-22,79.36865520977362
2024-08-23,78.72029160014472
2024-08-26,79.30832327037503
2024-08-27,79.55127924407536
2024-08-28,80.27153842253036
2024-08-29,79.78567399205758
2024-08-30,80.85892863808841
2024-09-02,80.08277539194141
2024-09-03,80.73515837697249
2024-09-04,80.9703385496525
2024-09-05,80.95333335631231
2024-09-06,79.71535085554171
2024-09-09,79.5564896954096
2024-09-10,79.79255157204155
2024-09-11,79.58652218815162
2024-09-12,79.943551311354
2024-09-13,80.52249635579626
2024-09-16,81.2204504793282
2024-09-17,81.02245843490286
2024-09-18,80.01389443675711
2024-09-19,80.05819619609342
2024-09-20,81.09204142461336
2024-09-23,82.00470528595415
2024-09-24,81.8788633718528
2024-09-25,81.5138201455426
2024-09-26,81.94956465708324
2024-09-27,82.14422524739557
